code,name,udm,sell_price
LAB1112,17 OHP PROGESTERONA NEONATAL,,376.29
MAT814,PERIFIX 401 18G CON JERINGA YFILTRO BRAUN REF4514017,,193.34
MAT617,JERINGA 50ML,,518.26
SER335,ARTROTOMIA DE TOBILLO POR INFECCION CON EXPLORACION DRENAJE O EXTRACCION DE CUERPO EXTRAÑO,,"9,406.58"
SER2066,TORNILLO TIRAFONDO CANULADO 4.0 / 7.0 CON ARANDELAS,,"8,000.00"
106672,LINCOCIN 5 G JBE 100 ML,MEDICAMENTO,171.95
112584,AMLODIPINO TAB 5MG,,196.65
LAB312,BENZODIACEPÍNA EN ORINA CUANTITATIVA,,"2,555.86"
LAB636,FACTOR DE CRECIMIENTO DE UNION APROTEIN 2 (IGF BP-2),,"1,555.94"
102267,CECLOR-12-HR 375MG TAB 14,MEDICAMENTO,533.25
MAT1297,COLLAR CERVICAL BLANDO GRANDE COC-GD,,174.8
108433,ORECIL NF SOL 10 ML C/GOTERO,MEDICAMENTO,421.02
IMA248,US AYUDANTIA BIOPSIAS *H,,"1,326.38"
110108,SEREVENT 25µG CAJA C/1 FCO 120 DOSIS (SALMETEROL),MEDICAMENTO,"1,034.05"
110860,TAVOR-CR 10MG TAB 10,MEDICAMENTO,537.31
112779,DENVAR SUSP FRASCO 100MG/5ML (1G/50ML),MEDICAMENTO,838.78
MAT384,DERMODINE ESPUMA 3.5LTS,,288.04
SER1691,VENOGRAFIA DE LA CAVA SUPERIOR CON ESTUDIO SERIADO SUPERVISION E INTERPRETACION RADIOLOGICAS.,,"2,871.04"
106795,LOP 2MG C/12 TAB (LOPERAMIDA),,55.97
MAT1136,TUBO ENDOTRAQUEAL 5.5 C/G,,150.11
LAB1043,TINCION DE KIN-YOUN (CRIPTOSPORIDIUM CICLOSPORA ISOSPORA),,725.41
SER1946,RENTA INSTRUMENTAL HOMBRO,,"4,212.00"
IMAEXT038,RM ext DE PARTES BLANDAS,,"2,982.00"
SER1151,OIDO INTERNO. LABERINTOTOMIA CON O SIN CRIOCIRUGIA U OTRO PROCEDIMIENTO DESTRUCTIVO NO EXCISIONAL U OTRO PROCEDIMIENTO MODIFICADO; A TRAVES DEL CANAL AUDITIVO CON MASTOIDECTOMIA,,"10,909.95"
MAT1265,SPECTRABAN 55 CREMA 125G,,204.83
LAB374,BIOPSIA DE MUSCULO,,"1,438.38"
MAT1452,DONA CONVULEITOR,,218.5
104229,ERGEX 75/5MG SUSP PED 60ML+DOSIF,MEDICAMENTO,464.72
109739,REZPLEN 500/45MG CAJA C/10 TABS (CLARITROMICINA AMBROXOL),MEDICAMENTO,503.6
110933,TEMPRA 1G/10MG SOL INY 4X100ML,MEDICAMENTO,163.5
SER1987,INTERCONSULTA GINECOLOGICA NOCTURNA,,850
MAT090,BAÑO DE ACIENTO (sediluvio),,199.03
102212,CARNOTPRIM 12H 15 MG CPR LPROL 20,MEDICAMENTO,369.48
MAT414,ENDOZIME AW PLUS GALON 4000ML,,"2,538.90"
MAT1141,TUBO ENDOTRAQUEAL 7.5 C/GLOBO MALLINCKROT,,116.98
MAT926,ROLLO P/DESFIBRILADOR,,175.27
SER609,DERIVACION PANCREATO-YEYUNAL,,"17,111.40"
LAB416,BIOPSIA DE TESTICULO BILATERAL,,"1,038.70"
114764,BLAXITEC TABLETAS 20 MG,,283.76
SER1720,INTERCONSULTA NEUMOLOGIA,,800
LAB306,BARTONELLA DNA PCR,,"3,235.71"
PQ015-15012015,COLONOSCOPIA/SED/AMB,SERVICIO,"5,512.00"
110416,SOMAZINA 1000 MG SOL INY 5X4 ML,MEDICAMENTO,647.82
MAT689,MASC/ANEST #0,,204.84
109459,QVAR 100MCG AER DOSIS 200 C/INHAL,MEDICAMENTO,810.42
110730,SYNCOL NOCTURNO 650MG/25MG CAJA C/12 COMP (PARACETAMOL/DIFENHIDRAMINA),MEDICAMENTO,205.33
SER1907,Renta Inst. Hombro,,"4,212.00"
SER664,ENDOSCOPIA DE INTESTINO . ENDOSCOPIA DE INTESTINO DELGADO HASTA LA SEGUNDA PORCION DE DUODENO NO INCLUYE ILEO; CON O SIN TOMA DE MUESTRAS,,"3,810.66"
SER1944,CONSULTA CIRUGIA MAXILOFACIAL,,650
MAT9099,TRAMPA ASPIRADO (MATERIAL PARA ESTUDIO),PROCEDIMIENTO,338.56
LAB646,FACTOR VON WILLEBRAND (PROTEICO),,"1,545.43"
SER1927,IMAGEN RESONANCIA,,
LAB774,INTERLEUCINA 10,,"8,021.53"
103979,ELEQUINE 500MG BLIST  C/7 TAB,MEDICAMENTO,805.5
LAB139,ANTICUERPOS ANTI CHLAMYDIA PNEUMONIAE IgM,,"1,209.01"
101368,AVIANT 5MG TAB 30            313,MEDICAMENTO,826.22
SER363,BIOPSIA DE MUCOSA VAGINAL SIMPLE,,720.38
LAB756,INHIBINA A,,"1,115.57"
SER100,USO EQUIPO DE RESECCION RTU,,"5,834.67"
SER033,CONSULTA GINECOLOGIA,,431.03
LAB303,BALANCE DE NITROGENO EN ORINA DE 24 HORAS,,100.46
LAB871,PANEL DE ANTICUERPOS ANTI ENF. CELIACA,,"2,858.41"
SER848,FEMUR (MUSLO) Y RODILLA. INCISION Y DRENAJE DE ABSCESO PROFUNDO POR BURSA INFECTADA O HEMATOMA; EN MUSLO O RODILLA .,,"2,797.95"
104890,FLIXOTIDE NEBULES 0.5MG AMP10X2ML,MEDICAMENTO,388.55
IMAEXT069,TC BASE DE CRANEO O CISTERNOGRAFIA,,"2,982.00"
106830,LORATADINA PED 5MG SOL 30ML(G),MEDICAMENTO,61.78
LAB339,BIOPSIA DE ESTOMAGO RESECCION GASTRECTOMIA,,"1,219.71"
SER223,ANGIOGRAFIA VISCERAL SELECTIVA O SUPRASELECTIVA CON O SIN AORTOGRAMA,,"5,220.07"
PQAS056-11052015,PAQUETE QUIRURGICO AXA,,"6,732.03"
SER2036,CONSULTA DE GERIATRIA,,600
110363,SOLUCION HT INY. FLEXOVAL FRASCO C/250ML (MULTICOMPONENTES),MEDICAMENTO,100.07
MAT756,MULETAS DE ALUMINIO MEDIANAS,,558.62
COASEGURO MEDICO,COASEGURO MEDICO,SERVICIO,
IMA189,TC ANGIO EXTREMIDAD INFERIOR (P),,"5,964.00"
MAT070,ASPIRADOR FRAZIER # 5,,
LAB622,EPSTEIN BARR DNA CUALITATIVO POR PCR,,"4,569.72"
MAT1500,RED RUBBER REF 8887660143,OTROS,"1,560.00"
MAT1252,ZAPATO VOLADO XG,,863.3
LAB901,PARVOVIRUS B19 DNA PCR,,"3,204.18"
SER1192,PAPILECTOMIA,,"2,119.35"
MAT305,COLESTEROL INTEGRA,,"1,776.12"
SER1777,USO DE AIRE MEDICO 12 HRS,SERVICIO,"1,362.82"
MATSER060,EVACUADOR DE ELLIK,,401.25
LAB1077,VIRUS DEL PAPILOMA HUMANO POR CAPTURA DE HIBRIDOS,,"2,044.22"
MAT418,EQUIPO DE FEBRILES 6 X 5 ML CON CONTROL SPINREACT,,"1,066.00"
IMAEXT066,TC ANGIO PORTA ESPLENICA (P),,"2,982.00"
MAT033,AGUJA QUINCKE LL 22GX7 IN 405149 BD,,209.47
PQAS004-22122014,PAQUETE ABA SUBSECUENTE,SERVICIO,
SER1548,SINOVECTOMIA DE ARTICULACION METACARPOFALANGICA.,,"8,185.07"
SER1578,TENOLISIS DE TENDON EXTENSOR DE MANO O DEDOS,,"5,501.95"
111039,TETREX 250 MG CAPS 20,MEDICAMENTO,248.91
LAB751,INDICE HOMA,,853.9
110581,SUFREXAL-C 36/500/100MG OV10 176,MEDICAMENTO,801.84
SER2010,PACIENTE 11,,1
LAB729,HISTOPLASMA EN ORINA,,"2,471.76"
SER897,HEMORROIDECTOMIA EXTERNA E INTERNA; CON FISTULECTOMIA CON O SIN FISURECTOMIA,,"10,126.95"
PQCE003,PAQUETE 15 SESIONES + CONSULTA TRAUMATOLOGIA,,"3,076.04"
101450,BACTRIM-F 800/160MG C/14 COMP,MEDICAMENTO,336.23
SER1931,SERVICIOS POR DERECHOS,,589.64
SER627,DESTRUCCION DE LESION VAGINAL EXTENSIVA POR CUALQUIER METODO,,"3,674.93"
LAB937,PLASMINOGENO ACTIVIDAD DE:,,"4,152.70"
IMAEXT067,TC ANGIO PULMONAR (P),,"2,982.00"
LAB054,TIEMPO DE TROMBOPLASTINA PARCIAL (TTP),,181.01
MATSER112,TORNILLO 2.0 X 16 MM,,"1,181.25"
103158,DAKTARIN GEL ORAL 2% C/78ML (MICONAZOL),MEDICAMENTO,549.4
MAT1112,TRIGLICERIDOS (MATERIALES),,"1,649.47"
MAT696,MASCARILLA ANEST  #3 FRESA,,204.84
MATLAB3002,ROTA-ADENOVIRUS C/20 CARTUCHOS,OTROS,"4,789.92"
PQAS021-19092014,PAQUETE AXA PRIMERA VEZ ,SERVICIO,"2,315.25"
MAT137,BOQUILLA DESECHABLE ADULTO PAQ.C/100,,"1,066.00"
LAB809,MELATONINA EN PLASMA,,"5,312.64"
MAT705,MASCARILLA LARINGEA #4 MCA AMBU,,522.41
250004111,LARITOL JBE INF 60ML,MEDICAMENTO,35.03
SER1368,REDUCCION CERRADA DE FRACTURA DE TERCIO PROXIMAL DE CUBITO (OLECRANON) CON MANIPULACION.,,"4,092.54"
SER662,ENDOSCOPIA (SERVICIO MEDICO),,"3,866.72"
109819,RIVOTRIL 2 MG C/30 COMP,Grupo II,690.04
SER1668,URETEROLITOTOMIA EN TERCIO SUPERIOR DE URETER.,,"15,326.13"
SER1401,REDUCCION CERRADA DE LUXACION DE HOMBRO - REQUIRIENDO ANESTESIA,,"5,648.13"
IMAEXT026,RM ext DE COLUMNA DORSAL,,"2,982.00"
112431,LEVOFLOXACINO 500MG SOL. INY,,518.24
LAB200,ANTICUERPOS ANTI HERPES TIPO II IgG,,"1,096.87"
MAT848,PRECINORML,,"2,058.97"
MAT544,GUIA DE TEFLON MCA COOK,,707.62
LAB1053,TOLUENO EN SANGRE,,"1,109.72"
IMA132,RX PIES CON APOYO A.P.,,649.04
SER5001,BATA ESCOLAR H PRIVADO,,90.9
SER1070,LIPECTOMIA DE TRONCO,,"11,014.36"
MAT2236,SONDA ARGYL 28FR,,138.53
IMAEXT006,RM ext ABDOMEN TOTAL,,"2,982.00"
LAB1113,CORTISOL EN SUERO,,362.85
MAT5002,GUANTE PARA CX NO. 7 1/2 LIBRE DE LATEX,,250.59
SER1623,TRANSECCION O AVULSION DE VAGOTOMIA GASTRICA (SELECTIVA O SUPRASELECTIVA),,"18,343.34"
LAB734,HIV DNA CUALITATIVO,,"4,074.43"
112526,ACETA-DIAZOL (ACETAZOLAMIDA) TAB 250MG,,341.48
SER772,EXCISION DE TUMOR TORACICO,,"23,427.68"
SER792,EXCISION DE TUMOR SUBCUTANEO EN PIERNA O TOBILLO,,"2,797.95"
LAB813,METAHEMOGLOBINA,,779.14
MAT325,CONDON OASIS C/144 DENTI-LAB,,459.2
SER2061,INTERCONSULTA CIRUGIA MAXILOFACIAL NOCTURNA,,"1,293.11"
SER193,AMBOS LIGAMENTOS LATERALES,,"12,705.66"
LAB1042,TINCION DE HEMOSIDERINA,,454.4
110807,TALPRAMIN 25MG TAB CAJA C/20 (IMIPRAMINA),MEDICAMENTO,459.63
IMAEXT110,TC TORAX PULMONES (P),,"2,982.00"
SER1112,MIOMECTOMIA ANORECTAL,,"7,193.26"
MAT10023,"CALCETINES O SALCHICHA ABSORBENTES 3""x 4'",ROPA,
PQAS005-09092014,PAQUETE MEDICAVIAL 1ERA VEZ,SERVICIO,"1,144.00"
IMAEXT068,TC ARTICULACION TEMPORO MANDIBULAR (P),,"2,982.00"
SER856,FRACTURA ANESTESIA GENERAL (SERVICIO ANESTESIA),,"1,888.15"
IMA420,TAC TOMOGRAFIA TORACO-ABDOMINAL CON CONTRASTE IV,,"8,100.00"
103124,CYNTELLE O3 CAPS 30 C/2 FCO,MEDICAMENTO,280.29
SER1653,TRATAMIENTO PARA POLIDACTILIA,,"5,930.00"
PQAS003-31112015,PAQUETE ABA SEGUROS,SERVICIO,"1,528.80"
109621,RELACUM 5mg/5ml SOL.INY. C/5 AMP,Grupo II,436.25
MAT1116,TTP C/200 PBAS MCA ID,,925.47
MAT009,ADAPTADOR PARA PALAS PEDIATRICOS,,
LAB823,MIDAZOLAM NIVEL DE,,"2,064.08"
108169,NOVORAPID FLEXPEN SOL INY 1X3ML,MEDICAMENTO,613.2
108384,ONGLYZA 5 MG TAB 14,MEDICAMENTO,598.03
LAB686,GENOTIPO FIBROSIS HEPATICA HCV,,"10,493.30"
MAT1408,CALIBRADOTOR  F A S,,"10,189.32"
PQAS020-27022015,PAQUETE MAPFRE 1ERA VEZ,,"1,703.52"
SER623,DESTRUCCION DE HEMORROIDES INTERNAS Y EXTERNAS,,"1,231.94"
MAT451,FAJA PARA DAMA A LA RODILLA CON TIRANTES GRANDE,,"1,854.05"
SER1731,USO DE PINZA ROBI,SERVICIO,"1,703.52"
MAT468,FERULA NASAL DOYLE REF 1524055,,"1,852.50"
IMA052,RX ABDOMEN PORTATIL 2 POSICIONES,,624.08
105507,GRANEODIN-B 10MG FRAMBUESA PAST60,MEDICAMENTO,137.92
106257,KIDDI PHARMATON NJA TAB MAST 30,MEDICAMENTO,255.96
SER1979,MATRIZ OSEA 5CC,,"30,591.00"
LAB014,COOMBS DIRECTO,,191.05
103144,DAFLOXEN 2.5 G SUSP 100 ML,MEDICAMENTO,214.43
SER1677,UVULOPALATOFARINGOLPLASTIA,,"9,542.30"
106389,LACTIPAN PED SB 12,MEDICAMENTO,403.84
MAT1029,STERIMAR BEBE NASAL SPRAY (AGUA DE MAR),,182.46
SER203,AMPUTACION EN ARTICULACION METATARSOFALANGICA,,"7,527.35"
108712,PENAMOX M 500MG CAPS 12,MEDICAMENTO,263.66
SER1474,RESECCION DE CABEZA FEMORAL,,"22,164.43"
SER396,BLEFAROPLASTIA DE PARPADO SUPERIOR,,"7,903.20"
SER903,HEPATECTOMIA; LOBECTOMIA PARCIAL,,"21,026.46"
113091,METILPREDNISOLONA AMP 500MG,MEDICAMENTO,592.04
108509,OXITOPISA 5UI 1ml C/ 50 AMPL,MEDICAMENTO,276.59
IMA166,RX TORAX OSEO 3 POSICIONES,,529.98
LAB671,FOSFOLIPIDOS (CARDIO LIPINAS/LE),,"1,694.79"
MAT1238,VICRYL 4-0 JP 496G,,"2,334.95"
LAB484,CHLAMYDIA TRACHOMATIS CONFIRMATORIA (TMA),,"2,254.49"
SER715,ESPALDA Y/O COSTADO. BIOPSIA SUPERFICIAL DE TEJIDOS BLANDOS DE ESPALDA Y/O COSTADO.,,"1,211.06"
LAB192,ANTICUERPOS ANTI HEPATITIS B,,449.44
SER1657,TRATAMIENTO QUIRURGICO DE FISTULA ANAL (FISTULECTOMIA/ FISTULOTOMIA); SUBCUTANEA.,,"6,932.26"
SER1249,RECONSTRUCCION DE CONDUCTO AUDITIVO EXTERNO POR ATRESIA CONGENITA (PARA COMBINACION CON RECONSTRUCCION DE OIDO MEDIO VER 69631 Y 69641),,"11,640.76"
102641,CIRULAN 10MG CAJA C/20 TABS (METOCLOPRAMIDA),MEDICAMENTO,32.29
MAT245,CATGUT CROMICO 0 G 124T,,"1,032.35"
103142,DAFLON 750MG C/18 GRAG,MEDICAMENTO,451.89
MAT1209,VENDA ELASTOMEDIC 10CMS LEROY,,192.64
SER1709,SET DE ARTROSCOPIA ( SHAVER TUBERIA OPES,,"7,452.22"
PQAS005-14102014,PAQUETE MEDICAVIAL 1ERA VEZ,SERVICIO MEDICO,"1,456.00"
SER1681,VAGOTOMIA INCLUYENDO PILOROPLASTIA CON O SIN GASTROSTOMIA,,"13,165.03"
MAT115,BOBINA DE PAPEL CREPADO AZUL DE 75CM DE ANCHO   X 30KG ( BPC075030T ),,"5,400.00"
MAT1258,CALIDERM AVENA LIQUIDA 200ML,,338.38
110932,TEMPRA 1GR/100ML SOL INY C/1 F.A. (PARACETAMOL),MEDICAMENTO,236.01
MAT012,AEROCHAMBER PLUS LACTANTE  (NARANJA),,511.59
LAB1092,PLAQUETOEFERESIS,,"13,600.00"
SER1040,LAPAROSCOPIA QUIRURGICA; FUNDOPLASTIA ESOFAGOGASTRICA (P. EJ. TECNICAS DE NISSEN BELSEY IV HILL TOUPET).,,"16,484.99"
SER2054,SERVICIO MEDICO PARTICULAR (ANEST.),,
MAT760,SOPORTE P/MUÑECA BOOMERANG IZQUIERDA UNIVERSAL SNIU,,178
LAB530,COBRE EN ORINA,,"1,086.36"
SER1523,SALPINGOCLASIA POST CESAREA (SERV MEDICO),,"2,379.52"
LAB634,ETUSUCCIMIDA NIVEL SERICO (ZARONTIN),,"1,062.99"
SER748,EXCISION DE NEUROFIBROMA  DE NERVIOS CUTANEOS,,"5,220.07"
SER1970,SUTURA PARA LIGAMENTO,,"2,808.00"
SER1468,REPARACION REVISION Y RECONSTRUCCION. REPARACION DE TENDON O MUSCULO FLEXOR ANTEBRAZO Y/O MUÑECA.,,"7,339.43"
MAT703,MASCARILLA LARINGEA #2 1/2,,591.32
250002827,ESPABION 40 TABS 200MG,MEDICAMENTO,165.05
110820,TAMIFLU 75 MG CAPS 10,MEDICAMENTO,"1,266.92"
SER1832,BALON P/EXTRACC/CABLE GUIA CPRE/AGUJA BISTURI,SERVICIO,"18,124.52"
PQ021,ABSC PERI/BLQ/AMB,,"8,671.45"
SER1597,TENOTOMIA DE TENDON DE AQUILES,,"2,359.48"
SER1233,PROSTATECTOMIA PERINEAL RADICAL CON LINFADENECTOMIA BILATERAL,,"16,380.59"
PQAS003-29062015,PAQUETE ABA 1ERA VEZ,,"1,589.95"
103852,DUOFILM SOL 15 ML,MEDICAMENTO,292.14
PQAS001-26032015,PAQUETE MAPFRE SUBSECUENTE,,
LAB083,ACIDOS GRASOS DE CADENA MUY LARGA,,"2,426.21"
114874,SENSIPHARMA CREMA 35G TUBO (LIDOCAINA),,113.26
SER402,CAPSULORRAFIA O RECONSTRUCCION CAPSULECTOMIA DE MUÑECA (INCLUYE SINOVECTOMIA RESECCION DE CAPSULA E INSERCIONES TENDINOSAS).,,"13,551.31"
SER1015,LAMINECTOMIA CON EXPLORACION Y/O DESCOMPRESION DE CORDON MEDULAR SIN FACETECTOMIA FORAMINOTOMIA O DISCOIDECTOMIA (EJ. ESTENOLISIS ESPINAL) UNO O MAS SEGMENTOS VERTEBRALES; LUMBAR EXCEPTO PARA ESPONDILOLISTESIS,,"21,360.54"
108172,NOVOTIRAL 20/100MCG TAB 50   199,MEDICAMENTO,362.26
PQAS019-31032015,PAQUETE MEDICAVIAL SUBSECUENTE,,
LAB627,ESPERMATOBIOSCOPIA (ESPERMOGRAMA),,315.39
106165,KEFLEX 500 MG TAB 12         341,MEDICAMENTO,562.36
110722,SYNALAR OTICO SOL 15 ML,MEDICAMENTO,186.14
111242,TRANSTEC 20 MG PARCHES 2,Grupo II,"1,124.35"
IMA265,US PELVICO (MATRIZ-OVARIOS) (VEJIGA LENA,,340.69
115204,CEFTREX IM 1G AMP 3.5 ML PAQUETE C/3 (CEFTRIAXONA),,868.73
MAT898,REF 19-274 BUCK CURETTE ANG SHARP SIZE 1,,693.55
LAB470,CAROTENOS EN SANGRE,,"1,740.51"
LAB288,ANTIGENO PROSTATICO ESPECIFICO,,441.55
SER616,DESCOMPRESION DE CANAL AUDITIVO INTERNO,,"13,854.07"
101429,AZOMYR 50 MG SOL 60 ML,MEDICAMENTO,213.66
SER996,INYECCION DE CUERPO CAVERNOSO CON AGENTES FARMACOLOGICOS,,"1,169.29"
SER1171,OSTEOTOMIA DE CUBITO- DE RADIO Y CUBITO,,"13,133.70"
PQAS005-27022015,PAQUETE MEDICAVIAL 1ERA VEZ,,"1,144.00"
LAB951,PRE ALBUMINA SERICA,,"1,102.71"
MAT958,SET CATETER BALON SUPRAPUBICO RUTNER 16 FR X 22 CMS MCA COOK,,"1,621.62"
SER1071,LIPECTOMIA/LIPOSUCCION/LIPOINYECION(SERVICIO MEDICO),,"35,692.80"
112075,ZACTOS 15MG CAJA C/28 TABS (PIOGLITAZONA),MEDICAMENTO,"1,292.75"
LAB406,BIOPSIA DE RINON POR PUNCION,,"1,038.70"
LAB625,ERITROPOIETINA SERICA,,"2,511.48"
SER1659,TRIPLE ARTRODESIS DE PIE,,"13,551.31"
107391,MICCIL C/20 COMP ,MEDICAMENTO,219.58
SER1099,MASTOIDECTOMIA RADICAL,,"12,382.01"
IMAEXT046,RM ext DE CADERA CON CONTRASTE,,"2,982.00"
MAT3328,CANULA PARA DRENAJER TORAXICO 36 FR,OTROS,400
IMA152,RX TOBILLO 1 POSICION,,324.48
SER1477,RESECCION DE DIVERTICULO DE MECKEL (DIVERTICULECTOMIA) O DEL CONDUCTO ONFALOMESENTERICO.,,"11,285.80"
MAT493,FLEBOTEK MICROGOTERO EQ. VENOCLISIS,,68.45
SER1219,PLEURODESIS QUIMICA,,"1,941.87"
MAT7981,PAPEL PARA ELECTROCARDIOGRAFO C.P. 20,OTROS,793.06
110475,SPORASEC 33.3/166.6MG CAPS12 365,MEDICAMENTO,501.82
LAB960,PROTEINA CATIONICA,,"1,468.33"
111316,TRILEPTAL 600MG CAJA C/50 GRAG (OXCARBAZEPINA),MEDICAMENTO,"1,847.12"
103547,DICYNONE 500 MG CPR 20,MEDICAMENTO,588.76
112613,ATEMPERATOR (VALPROATO DE MAGNESIO) TAB CAP ENTERICA 200MG,,849.94
MAT10004,ROLLO MIXTO DE 30CM X 200M SCT12200,,
106710,LIPITOR 80 MG TAB 30,MEDICAMENTO,"2,799.63"
SER1770,CISTONEFROSCOPIO USO,SERVICIO MEDICO,"3,690.96"
LAB773,INTERFERON GAMMA,,"6,379.15"
SER255,ARTRODESIS DE CADERA (INCLUYE OBTENCION DEL INJERTO) CON OSTEOTOMIA SUBTROCANTERICA,,"22,686.45"
PQAS023,PRIMERO SEGUROS SINIESTRO,,"1,768.00"
MAT602,ISE Calibrador Indirecto,,370.64
100334,AFRIN LUB ADULTO SPRAY NASAL 50 MG 20 ML (OXIMETAZOLINA),MEDICAMENTO,189.49
SER1969,RENTA DE LENTE DE PEQUEÑAS ARTICULACIONES,,"5,549.44"
MAT010,AEROCHAMBER PLUS ADULTO (AZUL),,511.59
106310,KLARICID PEDIATRICO 250MG/5ML SUSP ORAL FCO C/60 ML (CLARITROMICINA),MEDICAMENTO,648.23
SER1220,PLICATURA DE DIAFRAGNA POR EVENTRACION VIA TRANS-TORACCICA O TRANS-ABDOMINAL,,"10,586.32"
MAT809,PELICULA DVB PLUS 14X17  CAT.1196740,,194.16
112988,INHEPAR (HEPARINA) FCO AMP 1000 UNID/ML (10000 UNID/10ML),MEDICAMENTO,183.54
SER064,DERECHO SALA QUIROFANO CADA 1/2 HRS,,562.14
103964,ELECTROLIT PED UVA 300 ML,MEDICAMENTO,91.68
114934,NORAPRED 5MG C/20 TAB (PREDNISONA),,83.19
101353,AVELOX 400 MG TAB 5,MEDICAMENTO,701.1
SER155,RETIRO DE PUNTOS (INCLUYE EQUIPO),,139.82
IMAEXT009,RM ext ANGIO RM DE CRANEO O CEREBRO,,"2,982.00"
IMA029,RM DE CORAZON FUNCIONAL,,"4,544.00"
MAT612,JABON DE BAÑO RENATA 30 GRS,,18.65
107518,MOBICOX 15MG CAJA C/30 TABS (MELOXICAM),MEDICAMENTO,"1,122.78"
SER1901,ELECTRODO BOOKING,MEDICAMENTO,"1,404.00"
110298,SINERGIX 10/25MG AMP 2X1 ML,MEDICAMENTO,538.98
SER1199,PEDIATRA (PARTO O CESAREA) (SERVICIO MEDICO),,951.81
SER1019,LAMINECTOMIA PARA BIOSPIA/ EXCISION DE NEOPLASIA INTRAESPINAL; EXTRADURAL A NIVEL CERVICAL,,"25,776.72"
SER1241,PUNCION CISTERNAL O LATERAL CERVICAL (C1-C2) SIN INYECCION,,"4,708.51"
110721,SYNALAR OFT 0.015% SOL 15 ML,MEDICAMENTO,136.97
MAT10038,SURGICEL 5 x 7.5 CM REF 1953,OTROS,"11,204.97"
MAT859,PROLENE 2-0 8523T CARDIOVASCULAR,,"4,434.56"
101367,AVIANT 500 MG JBE 120 ML,MEDICAMENTO,427.52
106030,SOLUCION CS FISIOLOGICA 0.9% 500ML (CLORURO DE SODIO 0.9%),MEDICAMENTO,94.12
IMA239,U.S. PIELOGRAFIA PERCUTANEA *H,,"3,885.85"
250002402,DIPHAFEN SOL INY 2 AMP 40MG,MEDICAMENTO,
LAB1094,GLUCOSA CURVA DE TOLERANCIA 2 HORAS,,326.34
SER1090,MANOS Y DEDOS. FASCIOTOMIA PALMAR,,"12,225.41"
SER237,APLICACION DE COLGAJO DE PEDICULO AISLADO,,"9,333.49"
PQ007-15012015,CESAREA INTEGRAL,SERVICIO,"15,900.00"
MAT301,COBAS INTEGRA UA2,,"1,878.79"
LAB444,BRUCELLA SP ROSA BENGALA,,121.48
111002,TESALON 100MG C/20 PERLAS (BENZONATATO),MEDICAMENTO,228.46
MAT2390,METICORNET 20MG TAB. 30.,MEDICAMENTO,485.16
SER654,DRENAJE DE ABSCESO PERIURETRAL,,"7,402.08"
SER1990,INTERCONSULTA UROLOGO NOCTURNO,,850
102319,CEFOTAXIMA 500MG SOL INY I.M CAJA C/1 FA,,74.19
MATSER080,PERNOS TI TRIGEN 5.0MM,,"2,457.00"
IMA131,RX PIERNA 4 POSICIONES O COMPARATIVO,,649.04
SER1853,GET PORT SYSTEM,,"17,780.59"
SER1602,TENOTOMIA SUBCUTANEA DE DEDOS UNICA,,918.74
114942,TEMPRIN SOL GTS 15ML (PARACETAMOL),,7.8
LAB478,CELULAS L.E.,,399.5
SER1069,LIPECTOMIA - EXTREMIDAD SUPERIOR,,"6,065.73"
SER2100,URETEROSCOPIO SEMIRIGIDO,,"4,725.00"
SER1972,PACIENTE 1,,1.04
SER1229,PROCTOSIGMOIDOSCOPIA RIGIDA CON BIOPSIA SIMPLE O MULTIPLE,,"1,106.66"
SER991,INTRODUCCION DE AGUJA O INTRACATETER; ARTERIA HUMERAL RETROGRADA.,,"3,132.04"
115300,ANESKET AMP 50MG/ML (KETAMINA),MEDICAMENTO,208.02
108299,OGASTRO 30MG CAJA C/7 CAPS (LANSOPRAZOL),MEDICAMENTO,386.06
IMA172,RX UROGRAFIA EXCRETORA,,"1,730.56"
LAB803,MAGNESIO SERICO,,314.23
IMAEXT089,TC ENDOSCOPIA VIRTUAL TRAQUEA-BRONQUIOS,,"2,982.00"
MAT990,SONDA FOLEY EST.SILICONIZ. 2V GLB30 FR16,,129.4
IMA035,RM DE HOMBRO,,"4,544.00"
MATSER090,PLACA DE SOSTEN EN T OBLICUA DE 3 ORIFICIOS,,"2,362.50"
LAB026,EOSINOFILOS NASAL,,143.82
IMA235,TC TORAX MEDIASTINO CAJA TORAXICA (CONTR,,"4,544.00"
SER1816,SISTEMA(PICO),,"7,500.00"
SER1131,NERVIOS SOMATICOS.INYECCION DE AGENTE ANESTESICO; OTROS NERVIOS PERIFERICOS O RAMAS,,"2,818.85"
SER1445,REPARACION DE HERIDA COMPLEJA MAYOR A 7.5 CM CUALQUIER AREA,,"7,976.27"
MAT806,PCR PROTEINA C REACTIVA 50PBS BIORAD,,"1,253.07"
SER2045,RENTA DE HISTEROSCOPIO,,"6,300.00"
SER1738,URETEROSCOPIO FLEX/GUIA/CANASTILLA,SERVICIO,"13,520.00"
MAT1096,TP C/200 PBAS MCA ID,,925.47
LAB1035,TALIO EN SANGRE U ORINA,,"3,034.79"
MAT1368,TUBO ENDOTRAQUEAL CON ALMA DE ACERO 7.5,,536.45
MAT029,AGUJA MAXCORE 18 G X 16 CM MCA BARD,,"1,294.02"
103966,ELECTROLIT PINA 625 ML       484,MEDICAMENTO,69.44
